Recensement agricole 2020; ; ; ; ; ; ; 
Référentiel géographique : France  par Commune 2020; ; ; ; ; ; ; 
Code;Libellé;Nombre d’exploitations avec des vaches laitières, 2020;Nombre d’exploitations avec des vaches laitières, 2020 - estimation (*=oui);Nombre moyen de vaches nourrices par exploitation, 2020;Nombre moyen de vaches nourrices par exploitation, 2020 - estimation (*=oui);Nombre moyen de vaches laitières par exploitation, 2020;Nombre moyen de vaches laitières par exploitation, 2020 - estimation (*=oui);Nombre de vaches laitières, 2020;Nombre de vaches laitières, 2020 - estimation (*=oui);Nombre de vaches nourrices, 2020;Nombre de vaches nourrices, 2020 - estimation (*=oui);Nombre d’exploitations avec des vaches nourrices, 2020;Nombre d’exploitations avec des vaches nourrices, 2020 - estimation (*=oui)
18055;Chârost;0;;0;;0;;0;;0;;0;
18056;Chassy;0;;49;;0;;0;;148;;3;
18057;Châteaumeillant;0;;102;;0;;0;;717;;7;
18058;Châteauneuf-sur-Cher;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
18059;Le Châtelet;N/A - secret statistique;;74;;N/A - secret statistique;;N/A - secret statistique;;891;;12;
18060;Chaumont;0;;0;;0;;0;;0;;0;
18061;Chaumoux-Marcilly;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18062;Le Chautay;N/A - secret statistique;;46;;N/A - secret statistique;;N/A - secret statistique;;185;;4;
18063;Chavannes;0;;0;;0;;0;;0;;0;
18064;Chéry;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18065;Chezal-Benoît;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18066;Civray;0;;0;;0;;0;;0;;0;
18067;Clémont;3;;N/A - secret statistique;;58;;174;;N/A - secret statistique;;N/A - secret statistique;
18068;Cogny;0;;0;;0;;0;;0;;0;
18069;Colombiers;N/A - secret statistique;;54;;N/A - secret statistique;;N/A - secret statistique;;162;;3;
18070;Concressault;0;;0;;0;;0;;0;;0;
18071;Contres;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18072;Cornusse;N/A - secret statistique;;65;;N/A - secret statistique;;N/A - secret statistique;;260;;4;
18073;Corquoy;0;;0;;0;;0;;0;;0;
18074;Couargues;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18075;Cours-les-Barres;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18076;Coust;0;;77;;0;;0;;999;;13;
18077;Couy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18078;Crézançay-sur-Cher;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18079;Crézancy-en-Sancerre;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18080;Croisy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18081;Crosses;0;;0;;0;;0;;0;;0;
18082;Cuffy;0;;51;;0;;0;;153;;3;
18083;Culan;0;;101;;0;;0;;1212;;12;
18084;Dampierre-en-Crot;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18085;Dampierre-en-Graçay;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18086;Drevant;0;*;0;*;0;*;0;*;0;*;0;*
18087;Dun-sur-Auron;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18088;Ennordres;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18089;Épineuil-le-Fleuriel;N/A - secret statistique;;73;;N/A - secret statistique;;N/A - secret statistique;;948;;13;
18090;Étréchy;0;;0;;0;;0;;0;;0;
18091;Farges-Allichamps;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18092;Farges-en-Septaine;0;;0;;0;;0;;0;;0;
18093;Faverdines;3;;101;;N/A - secret statistique;;N/A - secret statistique;;402;;4;
18094;Feux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18095;Flavigny;0;;45;;0;;0;;134;;3;
18096;Foëcy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18097;Fussy;0;;0;;0;;0;;0;;0;
18098;Gardefort;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18099;Garigny;0;;51;;0;;0;;203;;4;
18100;Genouilly;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18101;Germigny-l'Exempt;N/A - secret statistique;;95;;N/A - secret statistique;;N/A - secret statistique;;1040;;11;
18102;Givardon;N/A - secret statistique;;105;;N/A - secret statistique;;N/A - secret statistique;;1050;;10;
18103;Graçay;0;;0;;0;;0;;0;;0;
18104;Groises;0;;0;;0;;0;;0;;0;
18105;Gron;0;;0;;0;;0;;0;;0;
18106;Grossouvre;N/A - secret statistique;;74;;N/A - secret statistique;;N/A - secret statistique;;222;;3;
18107;La Groutte;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18108;La Guerche-sur-l'Aubois;0;;67;;0;;0;;607;;9;
18109;Henrichemont;N/A - secret statistique;;50;;N/A - secret statistique;;N/A - secret statistique;;300;;6;
18110;Herry;0;;46;;0;;0;;366;;8;
18111;Humbligny;0;;63;;0;;0;;441;;7;
18112;Ids-Saint-Roch;0;;91;;0;;0;;996;;11;
18113;Ignol;N/A - secret statistique;;102;;N/A - secret statistique;;N/A - secret statistique;;512;;5;
18114;Ineuil;0;*;76;*;0;*;0;*;458;*;6;*
18115;Ivoy-le-Pré;N/A - secret statistique;;46;;N/A - secret statistique;;N/A - secret statistique;;509;;11;
18116;Jalognes;0;;0;;0;;0;;0;;0;
18117;Jars;0;;84;;0;;0;;1262;;15;
18118;Jouet-sur-l'Aubois;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18119;Jussy-Champagne;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18120;Jussy-le-Chaudrier;0;;57;;0;;0;;285;;5;
18121;Lantan;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18122;Lapan;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18124;Lazenay;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18125;Léré;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18126;Levet;0;;0;;0;;0;;0;;0;
18127;Lignières;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18128;Limeux;0;;0;;0;;0;;0;;0;
18129;Lissay-Lochy;0;;0;;0;;0;;0;;0;
18130;Loye-sur-Arnon;N/A - secret statistique;;63;;N/A - secret statistique;;N/A - secret statistique;;625;;10;
18131;Lugny-Bourbonnais;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18132;Lugny-Champagne;0;;0;;0;;0;;0;;0;
18133;Lunery;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18134;Lury-sur-Arnon;0;*;N/A - secret statistique;*;0;*;0;*;N/A - secret statistique;*;N/A - secret statistique;*
18135;Maisonnais;N/A - secret statistique;;44;;N/A - secret statistique;;N/A - secret statistique;;353;;8;
18136;Marçais;0;;56;;0;;0;;559;;10;
18137;Mareuil-sur-Arnon;0;*;0;*;0;*;0;*;0;*;0;*
18138;Marmagne;0;;26;;0;;0;;79;;3;
18139;Marseilles-lès-Aubigny;0;;0;;0;;0;;0;;0;
18140;Massay;4;;27;;79;;317;;137;;5;
18141;Mehun-sur-Yèvre;0;;25;;0;;0;;75;;3;
18142;Meillant;N/A - secret statistique;;41;;N/A - secret statistique;;N/A - secret statistique;;248;;6;
18143;Menetou-Couture;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18144;Menetou-Râtel;N/A - secret statistique;;42;;N/A - secret statistique;;N/A - secret statistique;;541;;13;
18145;Menetou-Salon;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18146;Ménétréol-sous-Sancerre;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18147;Ménétréol-sur-Sauldre;0;;0;;0;;0;;0;;0;
18148;Méreau;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18149;Méry-ès-Bois;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18150;Méry-sur-Cher;0;;30;;0;;0;;121;;4;
18151;Montigny;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18152;Montlouis;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18153;Morlac;0;;122;;0;;0;;367;;3;
18154;Mornay-Berry;0;;0;;0;;0;;0;;0;
18155;Mornay-sur-Allier;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18156;Morogues;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18157;Morthomiers;0;;0;;0;;0;;0;;0;
18158;Moulins-sur-Yèvre;0;;0;;0;;0;;0;;0;
18159;Nançay;0;;0;;0;;0;;0;;0;
18160;Nérondes;0;;83;;0;;0;;581;;7;
18161;Neuilly-en-Dun;0;;60;;0;;0;;421;;7;
18162;Neuilly-en-Sancerre;N/A - secret statistique;;34;;N/A - secret statistique;;N/A - secret statistique;;103;;3;
18163;Neuvy-Deux-Clochers;N/A - secret statistique;;62;;N/A - secret statistique;;N/A - secret statistique;;680;;11;
18164;Neuvy-le-Barrois;0;;106;;0;;0;;1056;;10;
18165;Neuvy-sur-Barangeon;0;;0;;0;;0;;0;;0;
18166;Nohant-en-Goût;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18167;Nohant-en-Graçay;0;;0;;0;;0;;0;;0;
18168;Le Noyer;N/A - secret statistique;;38;;N/A - secret statistique;;N/A - secret statistique;;229;;6;
18169;Nozières;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18170;Oizon;0;;48;;0;;0;;193;;4;
18171;Orcenais;0;;56;;0;;0;;450;;8;
18172;Orval;0;;0;;0;;0;;0;;0;
18173;Osmery;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18174;Osmoy;0;;0;;0;;0;;0;;0;
18175;Ourouer-les-Bourdelins;0;;68;;0;;0;;407;;6;
18176;Parassy;0;;59;;0;;0;;177;;3;
18177;Parnay;0;;0;;0;;0;;0;;0;
18178;La Perche;0;*;59;*;0;*;0;*;297;*;5;*
18179;Pigny;0;;0;;0;;0;;0;;0;
18180;Plaimpied-Givaudins;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18181;Plou;0;;0;;0;;0;;0;;0;
18182;Poisieux;0;;0;;0;;0;;0;;0;
18183;Le Pondy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18184;Précy;0;;12;;0;;0;;35;;3;
18185;Presly;0;;0;;0;;0;;0;;0;
18186;Preuilly;0;;0;;0;;0;;0;;0;
18187;Préveranges;N/A - secret statistique;;97;;N/A - secret statistique;;N/A - secret statistique;;1448;;15;
18188;Primelles;0;;0;;0;;0;;0;;0;
18189;Quantilly;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18190;Quincy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18191;Raymond;N/A - secret statistique;;44;;N/A - secret statistique;;N/A - secret statistique;;175;;4;
18192;Reigny;0;;54;;0;;0;;432;;8;
18193;Rezay;0;;62;;0;;0;;935;;15;
18194;Rians;0;;0;;0;;0;;0;;0;
18195;Sagonne;0;;64;;0;;0;;510;;8;
18196;Saint-Aignan-des-Noyers;0;;66;;0;;0;;265;;4;
18197;Saint-Amand-Montrond;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;3;
18198;Saint-Ambroix;0;;0;;0;;0;;0;;0;
18199;Saint-Baudel;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18200;Saint-Bouize;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18201;Saint-Caprais;0;;0;;0;;0;;0;;0;
18202;Saint-Céols;0;;0;;0;;0;;0;;0;
18203;Saint-Christophe-le-Chaudry;N/A - secret statistique;;92;;N/A - secret statistique;;N/A - secret statistique;;460;;5;
18204;Saint-Denis-de-Palin;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18205;Saint-Doulchard;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18206;Saint-Éloy-de-Gy;0;*;0;*;0;*;0;*;0;*;0;*
18207;Saint-Florent-sur-Cher;0;*;0;*;0;*;0;*;0;*;0;*
18208;Sainte-Gemme-en-Sancerrois;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18209;Saint-Georges-de-Poisieux;0;;60;;0;;0;;301;;5;
18210;Saint-Georges-sur-la-Prée;0;;0;;0;;0;;0;;0;
18211;Saint-Georges-sur-Moulon;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18212;Saint-Germain-des-Bois;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18213;Saint-Germain-du-Puy;0;;0;;0;;0;;0;;0;
18214;Saint-Hilaire-de-Court;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18215;Saint-Hilaire-de-Gondilly;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18216;Saint-Hilaire-en-Lignières;3;;72;;1;;4;;1594;;22;
18217;Saint-Jeanvrin;N/A - secret statistique;;67;;N/A - secret statistique;;N/A - secret statistique;;403;;6;
18218;Saint-Just;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18219;Saint-Laurent;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18220;Saint-Léger-le-Petit;0;*;N/A - secret statistique;*;0;*;0;*;N/A - secret statistique;*;N/A - secret statistique;*
18221;Saint-Loup-des-Chaumes;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18223;Saint-Martin-d'Auxigny;0;;0;;0;;0;;0;;0;
18224;Saint-Martin-des-Champs;0;;54;;0;;0;;161;;3;
18225;Saint-Maur;0;;80;;0;;0;;959;;12;
18226;Saint-Michel-de-Volangis;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18227;Sainte-Montaine;0;;0;;0;;0;;0;;0;
18228;Saint-Outrille;0;;0;;0;;0;;0;;0;
18229;Saint-Palais;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18230;Saint-Pierre-les-Bois;0;;63;;0;;0;;566;;9;
18231;Saint-Pierre-les-Étieux;0;;68;;0;;0;;608;;9;
18232;Saint-Priest-la-Marche;N/A - secret statistique;;65;;N/A - secret statistique;;N/A - secret statistique;;389;;6;
18233;Saint-Satur;0;;0;;0;;0;;0;;0;
18234;Saint-Saturnin;N/A - secret statistique;;72;;N/A - secret statistique;;N/A - secret statistique;;1073;;15;
18235;Sainte-Solange;0;;0;;0;;0;;0;;0;
18236;Saint-Symphorien;N/A - secret statistique;;53;;N/A - secret statistique;;N/A - secret statistique;;210;;4;
18237;Sainte-Thorette;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18238;Saint-Vitte;0;;62;;0;;0;;185;;3;
18240;Sancergues;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18241;Sancerre;0;;0;;0;;0;;0;;0;
18242;Sancoins;N/A - secret statistique;;98;;N/A - secret statistique;;N/A - secret statistique;;1769;;18;
18243;Santranges;3;;N/A - secret statistique;;65;;194;;N/A - secret statistique;;N/A - secret statistique;
18244;Saugy;0;;0;;0;;0;;0;;0;
18245;Saulzais-le-Potier;N/A - secret statistique;;45;;N/A - secret statistique;;N/A - secret statistique;;538;;12;
18246;Savigny-en-Sancerre;N/A - secret statistique;;56;;N/A - secret statistique;;N/A - secret statistique;;282;;5;
18247;Savigny-en-Septaine;0;;0;;0;;0;;0;;0;
18248;Senneçay;0;;0;;0;;0;;0;;0;
18249;Sens-Beaujeu;0;;82;;0;;0;;328;;4;
18250;Serruelles;0;;0;;0;;0;;0;;0;
18251;Sévry;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18252;Sidiailles;N/A - secret statistique;;50;;N/A - secret statistique;;N/A - secret statistique;;595;;12;
18253;Soulangis;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18254;Soye-en-Septaine;0;;0;;0;;0;;0;;0;
18255;Le Subdray;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18256;Subligny;N/A - secret statistique;;96;;N/A - secret statistique;;N/A - secret statistique;;288;;3;
18257;Sury-près-Léré;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18258;Sury-en-Vaux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18259;Sury-ès-Bois;N/A - secret statistique;;64;;N/A - secret statistique;;N/A - secret statistique;;572;;9;
18260;Tendron;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18261;Thaumiers;0;;45;;0;;0;;135;;3;
18262;Thauvenay;0;;0;;0;;0;;0;;0;
18263;Thénioux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18264;Thou;0;;51;;0;;0;;153;;3;
18265;Torteron;0;;0;;0;;0;;0;;0;
18266;Touchay;0;;80;;0;;0;;477;;6;
18267;Trouy;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*
18268;Uzay-le-Venon;N/A - secret statistique;;49;;N/A - secret statistique;;N/A - secret statistique;;197;;4;
18269;Vailly-sur-Sauldre;0;;0;;0;;0;;0;;0;
18270;Vallenay;0;;74;;0;;0;;368;;5;
18271;Vasselay;0;;73;;0;;0;;586;;8;
18272;Veaugues;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18273;Venesmes;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
18274;Verdigny;0;;0;;0;;0;;0;;0;
18275;Vereaux;0;;58;;0;;0;;288;;5;
18276;Vernais;0;;61;;0;;0;;305;;5;
18277;Verneuil;0;;0;;0;;0;;0;;0;
18278;Vesdun;3;;80;;126;;378;;959;;12;
18279;Vierzon;3;;N/A - secret statistique;;83;;248;;N/A - secret statistique;;N/A - secret statistique;
18280;Vignoux-sous-les-Aix;0;;0;;0;;0;;0;;0;
18281;Vignoux-sur-Barangeon;N/A - secret statistique;*;9;*;N/A - secret statistique;*;N/A - secret statistique;*;26;*;3;*
18282;Villabon;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18283;Villecelin;N/A - secret statistique;*;45;*;N/A - secret statistique;*;N/A - secret statistique;*;136;*;3;*
18284;Villegenon;N/A - secret statistique;;34;;N/A - secret statistique;;N/A - secret statistique;;134;;4;
18285;Villeneuve-sur-Cher;0;;0;;0;;0;;0;;0;
18286;Villequiers;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18287;Vinon;0;;0;;0;;0;;0;;0;
18288;Vorly;0;;0;;0;;0;;0;;0;
18289;Vornay;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
18290;Vouzeron;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19001;Affieux;N/A - secret statistique;;73;;N/A - secret statistique;;N/A - secret statistique;;733;;10;
19002;Aix;3;;81;;N/A - secret statistique;;N/A - secret statistique;;1779;;22;
19003;Albignac;N/A - secret statistique;;44;;N/A - secret statistique;;N/A - secret statistique;;265;;6;
19004;Albussac;0;;46;;0;;0;;1061;;23;
19005;Allassac;4;;41;;44;;175;;1120;;27;
19006;Alleyrat;0;;107;;0;;0;;321;;3;
19007;Altillac;N/A - secret statistique;;39;;N/A - secret statistique;;N/A - secret statistique;;624;;16;
19008;Ambrugeat;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19009;Les Angles-sur-Corrèze;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19010;Argentat-sur-Dordogne;N/A - secret statistique;;40;;N/A - secret statistique;;N/A - secret statistique;;323;;8;
19011;Arnac-Pompadour;N/A - secret statistique;;53;;N/A - secret statistique;;N/A - secret statistique;;423;;8;
19012;Astaillac;0;;53;;0;;0;;264;;5;
19013;Aubazines;N/A - secret statistique;;14;;N/A - secret statistique;;N/A - secret statistique;;97;;7;
19014;Auriac;N/A - secret statistique;;71;;N/A - secret statistique;;N/A - secret statistique;;282;;4;
19015;Ayen;0;;44;;0;;0;;436;;10;
19016;Bar;N/A - secret statistique;;69;;N/A - secret statistique;;N/A - secret statistique;;755;;11;
19017;Bassignac-le-Bas;3;;39;;15;;45;;194;;5;
19018;Bassignac-le-Haut;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;4;
19019;Beaulieu-sur-Dordogne;N/A - secret statistique;;31;;N/A - secret statistique;;N/A - secret statistique;;125;;4;
19020;Beaumont;0;;49;;0;;0;;245;;5;
19021;Bellechassagne;0;;51;;0;;0;;154;;3;
19022;Benayes;0;;72;;0;;0;;1293;;18;
19023;Beynat;N/A - secret statistique;;54;;N/A - secret statistique;;N/A - secret statistique;;1299;;24;
19024;Beyssac;N/A - secret statistique;;42;;N/A - secret statistique;;N/A - secret statistique;;627;;15;
19025;Beyssenac;3;;59;;58;;174;;881;;15;
19026;Bilhac;N/A - secret statistique;;59;;N/A - secret statistique;;N/A - secret statistique;;237;;4;
19027;Bonnefond;0;;66;;0;;0;;462;;7;
19028;Bort-les-Orgues;0;;47;;0;;0;;376;;8;
19029;Branceilles;N/A - secret statistique;;48;;N/A - secret statistique;;N/A - secret statistique;;190;;4;
19030;Brignac-la-Plaine;N/A - secret statistique;;34;;N/A - secret statistique;;N/A - secret statistique;;551;;16;
19031;Brive-la-Gaillarde;N/A - secret statistique;;21;;N/A - secret statistique;;N/A - secret statistique;;214;;10;
19033;Bugeat;N/A - secret statistique;;80;;N/A - secret statistique;;N/A - secret statistique;;241;;3;
19034;Camps-Saint-Mathurin-Léobazel;N/A - secret statistique;;52;;N/A - secret statistique;;N/A - secret statistique;;831;;16;
19035;Chabrignac;0;;48;;0;;0;;145;;3;
19036;Chamberet;4;;74;;60;;240;;2217;;30;
19037;Chamboulive;5;;58;;2;;11;;2327;;40;
19038;Chameyrat;N/A - secret statistique;;39;;N/A - secret statistique;;N/A - secret statistique;;811;;21;
19039;Champagnac-la-Noaille;N/A - secret statistique;;33;;N/A - secret statistique;;N/A - secret statistique;;99;;3;
19040;Champagnac-la-Prune;N/A - secret statistique;;37;;N/A - secret statistique;;N/A - secret statistique;;222;;6;
19041;Chanac-les-Mines;0;;48;;0;;0;;238;;5;
19042;Chanteix;0;;18;;0;;0;;237;;13;
19043;La Chapelle-aux-Brocs;0;;35;;0;;0;;207;;6;
19044;La Chapelle-aux-Saints;N/A - secret statistique;;30;;N/A - secret statistique;;N/A - secret statistique;;180;;6;
19045;La Chapelle-Saint-Géraud;6;;28;;21;;123;;339;;12;
19046;Chapelle-Spinasse;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19047;Chartrier-Ferrière;4;;29;;23;;91;;200;;7;
19048;Le Chastang;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19049;Chasteaux;0;;23;;0;;0;;91;;4;
19050;Chauffour-sur-Vell;N/A - secret statistique;;39;;N/A - secret statistique;;N/A - secret statistique;;351;;9;
19051;Chaumeil;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19052;Chavanac;0;*;0;*;0;*;0;*;0;*;0;*
19053;Chaveroche;0;;65;;0;;0;;258;;4;
19054;Chenailler-Mascheix;N/A - secret statistique;;38;;N/A - secret statistique;;N/A - secret statistique;;382;;10;
19055;Chirac-Bellevue;N/A - secret statistique;;48;;N/A - secret statistique;;N/A - secret statistique;;287;;6;
19056;Clergoux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19057;Collonges-la-Rouge;0;;25;;0;;0;;126;;5;
19058;Combressol;0;*;80;*;0;*;0;*;398;*;5;*
19059;Concèze;N/A - secret statistique;;43;;N/A - secret statistique;;N/A - secret statistique;;515;;12;
19060;Condat-sur-Ganaveix;0;;58;;0;;0;;1632;;28;
19061;Cornil;N/A - secret statistique;;22;;N/A - secret statistique;;N/A - secret statistique;;197;;9;
19062;Corrèze;N/A - secret statistique;;72;;N/A - secret statistique;;N/A - secret statistique;;1231;;17;
19063;Cosnac;0;;25;;0;;0;;221;;9;
19064;Couffy-sur-Sarsonne;N/A - secret statistique;;57;;N/A - secret statistique;;N/A - secret statistique;;509;;9;
19065;Courteix;0;;67;;0;;0;;201;;3;
19066;Cublac;0;;49;;0;;0;;485;;10;
19067;Curemonte;N/A - secret statistique;;44;;N/A - secret statistique;;N/A - secret statistique;;306;;7;
19068;Dampniat;N/A - secret statistique;;36;;N/A - secret statistique;;N/A - secret statistique;;391;;11;
19069;Darazac;N/A - secret statistique;;29;;N/A - secret statistique;;N/A - secret statistique;;88;;3;
19070;Darnets;N/A - secret statistique;;74;;N/A - secret statistique;;N/A - secret statistique;;372;;5;
19071;Davignac;0;;68;;0;;0;;546;;8;
19072;Donzenac;3;;56;;2;;5;;777;;14;
19073;Égletons;0;;24;;0;;0;;96;;4;
19074;L'Église-aux-Bois;0;;95;;0;;0;;473;;5;
19075;Espagnac;0;;39;;0;;0;;271;;7;
19076;Espartignac;N/A - secret statistique;;61;;N/A - secret statistique;;N/A - secret statistique;;608;;10;
19077;Estivals;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
19078;Estivaux;N/A - secret statistique;;63;;N/A - secret statistique;;N/A - secret statistique;;626;;10;
19079;Eyburie;N/A - secret statistique;;65;;N/A - secret statistique;;N/A - secret statistique;;1549;;24;
19080;Eygurande;5;;57;;25;;126;;914;;16;
19081;Eyrein;0;;35;;0;;0;;106;;3;
